SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
slab glas	0	0	0	0	0	0	0	0	0	0
nespoštovanje, nespoštvati	0	1	1	0	0	0	0	0	0	0
nespoštljiv	0	1	1	0	1	1	0	1	0	0
prekinitev	0	1	1	0	0	1	0	0	1	0
nezadovoljstvo	0	1	0	0	0	0	0	0	0	0
nezadovoljen	0	0	0	0	0	0	0	0	0	0
secirati, analizirati	0	0	0	0	0	0	0	0	0	0
seciranje	0	0	0	0	1	0	0	0	0	0
razširiti	1	0	0	0	0	0	0	0	0	0
razširjanje	0	0	0	0	0	0	0	0	0	0
razhajanje	0	1	1	0	0	0	0	0	0	0
nestrinjanje, nasprotovanje	0	0	0	0	0	0	0	0	0	0
nasproten	0	1	0	0	0	0	0	0	0	0
disertacija	0	0	0	0	0	0	0	0	0	0
medvedja usluga, škoda	0	1	1	0	1	0	0	1	0	0
disident	0	1	1	0	0	1	0	0	0	0
različen, drugačen	0	0	0	0	0	0	0	0	0	0
razbliniti, razpravljati	0	0	0	0	0	0	0	0	0	0
razpršen	0	0	0	0	0	0	0	0	0	0
ločitev	0	0	0	0	0	0	0	0	0	0
razveljavitev	0	1	1	0	0	1	0	1	1	0
raztopiti, splahneti	0	0	0	0	0	0	0	0	0	0
disonanca	0	1	1	0	0	0	0	0	0	0
odvrniti	0	0	0	0	0	0	0	0	0	0
distalen	0	0	0	0	0	0	0	0	0	0
razdalja	0	0	0	0	0	0	0	0	0	0
oddaljen	0	0	0	0	0	0	0	0	0	0
odpor	0	1	0	0	1	0	0	0	0	0
neokusen	0	1	0	0	1	0	0	0	0	0
destilat	0	0	0	0	0	0	0	0	0	0
destilacija	1	0	0	0	0	0	0	0	0	0
razlikovanje	1	0	0	0	0	0	0	0	0	0
značilen	0	0	0	0	0	0	0	0	0	0
razlikovati	0	0	0	0	0	0	0	0	0	0
razločljiv, razločen	0	0	0	0	0	0	0	0	0	0
imeniten, ugleden	0	0	0	0	0	0	0	0	0	0
razlikujoč, razlikovalen	0	0	0	0	0	0	0	0	0	0
izkrivljen	0	1	0	0	1	0	0	0	0	0
popačenje	0	1	0	0	0	0	0	0	0	0
zmotiti	0	1	0	0	0	0	0	0	0	0
raztresen	0	1	1	0	0	0	0	0	0	0
moteče	0	1	1	1	0	0	0	0	0	0
motnja	0	1	0	0	0	0	0	0	0	0
pretresen	0	1	0	0	0	0	0	1	0	0
žalost, stiska, zaskrbljenost, obup, vznemirjati	0	1	1	0	1	1	0	1	1	0
žalosten, zaskrbljen	0	1	0	0	0	1	0	0	0	0
boleč, zaskrbljujoč	0	1	1	0	0	1	0	0	0	0
deliti, razdeliti	0	0	0	0	0	0	0	0	0	0
distribucija	0	0	0	0	0	0	0	0	0	0
okrožje	0	0	0	0	0	0	0	0	0	0
nezaupanje, ne zaupati	0	1	1	0	1	1	0	0	0	0
motnja	0	1	1	0	0	1	0	1	1	0
vznemirjen	0	1	1	0	0	0	0	1	0	0
neuporaba	0	1	0	0	0	0	0	0	0	0
neuporabljen	0	1	1	0	0	0	0	0	0	0
jarek	0	0	0	0	0	0	0	0	0	0
prav tako	0	0	0	0	0	0	0	0	0	0
pesmica	1	0	0	0	0	0	1	0	0	0
dneven	0	0	0	0	0	0	0	0	0	0
divan	0	0	0	0	0	0	0	0	0	1
potapljati	0	0	0	0	0	0	0	0	0	0
potapljač	0	0	0	0	0	0	0	0	0	0
razhajati	0	0	0	0	0	0	0	0	0	0
razhajanje	0	0	0	0	0	0	0	0	0	0
različen	0	1	0	0	0	0	0	0	1	0
razhajajoč	0	0	0	0	0	0	0	0	0	0
skakalec	0	0	0	0	0	0	0	0	0	0
raznolik	1	1	0	0	0	0	0	0	0	0
raznolik	1	0	0	0	0	0	0	0	0	0
razširiti	0	0	0	0	0	0	0	0	0	0
preusmeritev, razvedrilo, zabava	1	0	0	0	0	0	0	0	1	0
raznolikost	0	0	0	0	0	0	0	0	0	0
preusmeriti	0	0	0	0	0	0	0	0	0	0
kratkočasen	0	0	0	0	0	0	0	0	0	0
odvzeti, prodajati	0	0	0	0	0	0	0	0	0	0
prikrajšan	0	1	0	0	0	0	0	0	0	0
odprodaja	0	1	0	0	0	0	0	0	0	0
razdeliti	0	0	0	0	0	0	0	0	0	0
razdeljen	0	0	0	0	0	0	0	0	0	0
dividenda	0	0	0	0	0	0	0	0	0	0
divinacija	0	0	0	1	0	0	0	0	0	0
božanski	0	0	0	0	0	0	0	0	0	0
božanstvo	1	0	0	0	0	0	0	0	0	0
deljiv	0	0	0	0	0	0	0	0	0	0
delitev	0	0	0	0	0	0	0	0	0	0
delitelj	0	0	0	0	0	0	0	0	0	0
ločitev	0	1	1	0	1	1	0	1	1	1
razkriti, posredovati	0	0	0	0	0	0	0	0	0	0
omotica	0	1	0	0	0	0	0	0	0	0
omotičen	0	1	0	0	0	0	0	0	0	0
krotek	0	0	0	0	0	0	0	0	0	0
dok, luka, ladjedelnica	0	0	0	0	0	0	0	0	0	0
odtegnjen	0	1	0	0	0	0	0	0	0	0
dobavnica	0	0	0	0	0	0	0	0	0	0
zdravnik	1	0	0	0	0	0	0	0	0	1
doktrinaren	0	0	0	0	0	0	0	0	0	0
doktrina	0	0	0	0	0	0	0	0	0	1
dokument	0	0	0	0	0	0	0	0	0	0
dokumentaren	0	0	0	0	0	0	0	0	0	0
izmakniti, trik	0	0	0	0	0	0	0	0	0	0
izmikajoč	0	0	0	0	0	0	0	0	0	0
srna, košuta, zajklja	0	0	0	0	0	0	0	0	0	0
človek akcije, storilec	1	0	0	0	0	0	0	0	0	0
pes	0	0	0	0	0	0	0	0	0	0
zagrizen	1	0	0	0	0	0	0	0	0	0
dogma	0	0	0	0	0	0	0	0	0	1
dogmatski	0	0	0	0	0	0	0	0	0	0
početje	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
brezvetrje	0	1	0	0	0	0	0	1	0	0
podpora, razdeliti	0	1	0	0	0	0	0	1	0	0
lutka	0	0	0	0	0	0	1	0	0	0
dolar	0	0	0	0	0	0	0	0	0	0
nadloga, žalost, gorje	0	1	0	0	0	0	0	1	0	0
delfin	1	0	0	0	0	0	1	0	1	1
domena	0	0	0	0	0	0	0	0	0	0
kupola	0	0	0	0	0	0	0	0	0	0
domač, gospodinjski	0	0	0	0	0	0	0	0	0	0
udomačen	0	0	0	0	0	0	0	0	0	0
udomačitev	0	0	0	0	0	0	0	0	0	0
bivališče, stalno bivališče	0	0	0	0	0	0	0	0	0	0
prebivati	0	0	0	0	0	0	0	0	0	0
prevlada	0	0	0	0	0	0	0	0	0	0
nadvladujoč	0	1	0	0	0	1	0	0	0	0
nadvladati	1	1	1	0	0	1	0	0	0	0
prevladujoč	0	0	0	0	0	0	0	0	0	0
nadvlada	0	1	1	0	0	1	0	1	0	0
oblast	0	0	0	0	0	1	0	0	0	1
domino	0	0	0	0	0	0	0	0	0	0
don	1	0	0	0	0	0	0	0	0	1
darovanje	1	0	0	0	0	0	0	0	0	0
osel	0	1	0	0	1	0	0	0	0	0
darovalec	0	0	0	0	0	0	0	0	0	0
čečkati	0	1	0	0	0	0	0	0	0	0
poguba	0	1	0	0	0	1	0	0	0	0
obsojen, preklet	0	1	0	0	0	1	0	1	0	0
sodni dan	0	1	1	1	1	1	0	1	0	0
vrata	0	0	0	0	0	0	0	0	0	0
zvonec	0	0	0	0	0	0	0	0	0	0
vhod	0	0	0	0	0	0	0	0	0	0
speč	0	0	0	0	0	0	0	0	0	0
spalnica	0	0	0	0	0	0	0	0	0	0
hrbten	0	0	0	0	0	0	0	0	0	0
odmerek	0	0	0	0	0	0	0	0	0	0
pika	0	0	0	0	0	0	0	0	0	0
dvojen	0	0	0	0	0	0	0	0	0	0
podvojen	0	0	0	0	0	0	0	0	0	0
dvojnik	0	0	0	0	0	0	0	0	0	0
podvojitev	0	0	0	0	0	0	0	0	0	0
dvom, dvomiti	0	1	0	0	0	1	0	1	0	1
dvomljiv	0	1	0	0	0	0	0	0	0	0
boječnost	0	1	0	0	0	0	0	0	0	0
nedvomen, brezdvomen	1	0	0	0	0	0	0	0	0	1
idiot, butelj, cepec	0	1	0	0	0	0	0	0	0	0
testo	0	0	0	0	0	0	0	0	0	0
krof	0	0	0	0	0	0	0	0	0	0
mrk	0	1	0	0	0	0	0	0	0	0
golobica	1	0	0	1	0	0	1	0	0	1
otožen, povešen	0	0	0	0	0	0	0	0	0	0
polom, padec	0	1	0	0	0	1	0	1	0	0
navzdol, spustiti	0	0	0	0	0	0	0	0	0	0
ploha, naliv	0	0	0	0	0	0	0	0	0	0
navaden, naravnost	0	0	0	0	0	0	0	0	0	1
puhast	1	0	0	0	0	0	0	0	0	0
dota	0	0	0	0	0	0	0	0	0	0
dremež, zadremati	0	0	0	0	0	0	0	0	0	0
ducat	0	0	0	0	0	0	0	0	0	0
pust, dolgočasen	0	1	0	0	0	0	0	1	0	0
osnutek, skicam načrt	0	0	0	1	0	0	0	0	0	0
upor, ovira	0	0	0	0	0	0	0	0	0	0
zmaj	0	0	0	0	0	1	0	0	0	0
odtok, odcediti	0	0	0	0	0	0	0	0	0	0
izsuševanje	0	1	0	0	0	0	0	0	0	0
izčrpan	0	0	0	0	0	0	0	0	0	0
racak	0	0	0	0	0	0	0	0	0	0
drama	0	0	0	0	0	0	0	0	0	0
dramatičen	0	0	0	0	0	0	0	0	0	0
prekriti, zavesa	0	0	0	0	0	0	0	0	0	0
draperija	0	0	0	0	0	0	0	0	0	0
drastičen	0	0	0	0	0	0	0	0	0	0
prepih	0	0	0	0	0	0	0	0	0	0
žrebanje, poteg, risati	0	0	0	0	0	0	0	0	0	0
pomanjkljivost	0	1	0	0	0	0	0	0	0	0
predal, predalnik	0	0	0	0	0	0	0	0	0	0
spodnjice	0	0	0	0	0	0	0	0	0	0
risba, risanje	0	0	0	0	0	0	0	0	0	0
trepetati, groza	0	1	0	1	0	1	0	0	0	0
grozen, obupen	0	1	1	1	1	1	0	1	0	0
grozen, obupen	0	1	0	0	1	1	0	1	1	0
sanje	0	0	0	0	0	0	0	0	0	0
sanjač	0	0	0	0	0	0	0	0	0	0
sanjajoč	0	0	0	0	0	0	0	0	0	0
sanjski	0	0	0	0	0	0	0	0	0	0
turoben	0	1	0	0	0	0	0	1	0	0
čistiti, posuti	0	0	0	0	0	0	0	0	0	0
premočen	0	0	0	0	0	0	0	0	0	0
garderober, predalnik	0	0	0	0	0	0	0	0	0	0
slina, sliniti	0	0	0	0	0	0	0	0	0	0
posušen	0	0	0	0	0	0	0	0	0	0
sušilnik	0	0	0	0	0	0	0	0	0	0
plavati, drsenje	0	0	0	0	0	0	0	0	0	0
odnesen	0	0	0	0	0	0	0	0	0	0
sveder, vrtati	0	0	0	0	0	0	0	0	0	0
piti	0	0	0	0	0	0	0	0	0	0
pitje, piti	0	1	0	0	0	0	0	0	0	0
curljati, kapljanje, kapljica	0	0	0	0	0	0	0	0	0	0
premočen	0	0	0	0	0	0	0	0	0	0
traparije	0	1	0	0	1	0	0	0	0	0
voznik	0	0	0	0	0	0	0	0	0	0
dovoz, privoz	0	0	0	0	0	0	0	0	0	0
pršenje, pršeti	0	0	0	0	0	0	0	0	0	0
hecen	0	0	0	0	0	0	0	0	0	0
drdrati, brneti, brnenje	0	1	0	0	0	0	0	0	0	0
sliniti se	0	0	0	0	1	0	0	0	0	0
povešenje	0	1	0	0	0	0	0	0	0	0
kaplja, odvreči	0	0	0	0	0	0	0	0	0	0
kapljica	0	0	0	0	0	0	0	0	0	0
suša	0	1	0	0	0	0	0	0	0	0
čreda	0	0	0	0	0	0	0	0	0	0
utopiti, utoniti, potopiti	0	1	0	0	0	1	0	1	0	0
zaspanost	0	1	0	0	0	0	0	0	0	0
zaspan, omotičen	0	0	0	0	0	0	0	0	0	0
garanje	0	1	0	0	0	0	0	0	0	0
zdravilo	0	0	0	0	0	0	0	0	0	0
zadrogiran	0	0	0	0	0	0	0	1	0	0
lekarna, drogerija	0	0	0	0	0	0	0	0	0	0
druid	0	0	0	0	0	0	0	0	0	0
boben	0	0	0	0	0	0	0	0	0	0
bobnar	0	0	0	0	0	0	0	0	0	0
bobnanje	0	0	0	0	0	0	0	0	0	0
pijan	0	1	0	0	1	0	0	0	0	0
pijanost	0	1	0	0	0	0	0	0	0	0
suh, sušiti	0	0	0	0	0	0	0	0	0	0
suhost	0	0	0	0	0	0	0	0	0	0
dvojina, dvojen	0	0	0	0	0	0	0	0	0	0
dualizem	0	0	0	0	0	0	0	0	0	0
dvojnost	0	0	0	0	0	0	0	0	0	0
imenovati, sinhronizirati	0	0	0	0	0	0	0	0	0	0
dvomljiv	0	1	0	0	0	1	0	0	0	1
umikajoč	0	0	0	0	0	0	0	0	0	0
kanal	0	0	0	0	0	0	0	0	0	0
prožen, vodljiv	0	0	0	0	0	0	0	0	0	0
cape, cote, cunje	0	0	0	0	0	0	0	0	0	0
dolgovan	0	0	0	0	0	0	0	0	0	0
dvoboj	0	0	1	1	0	1	0	0	0	0
pristojbina	0	0	0	0	0	0	0	0	0	0
duet	1	0	0	0	0	0	0	0	0	0
drevak	0	0	0	0	0	0	0	0	0	0
vojvoda	1	0	0	0	0	0	0	0	0	0
dolgočasen	0	1	0	0	0	0	0	1	0	0
nem, zabit	0	1	0	0	0	0	0	0	0	0
tepec, trapec	0	1	0	0	0	0	0	0	0	0
smetišče, odložiti	0	0	0	0	0	0	0	0	0	0
potrtost, depresija	0	1	1	0	0	0	0	1	0	0
enoličen	0	1	0	0	0	0	0	0	0	0
sipina	0	0	0	0	0	0	0	0	0	0
iztrebek, gnoj	0	0	0	0	1	0	0	0	0	0
ječa	0	1	0	0	0	1	0	0	0	0
duo	0	0	0	0	0	0	0	0	0	0
naivnež	0	1	1	0	0	0	0	0	0	0
dvostanovanjski, dvonadstropen	0	0	0	0	0	0	0	0	0	0
dvojnik	0	0	0	0	0	0	0	0	0	0
podvojitev	0	0	0	0	0	0	0	0	0	0
dvojnost	0	1	1	0	0	0	0	0	0	0
vzdržljivost	1	0	0	0	0	0	0	0	0	1
vzdržljiv	1	0	0	0	0	0	0	0	0	1
trajanje	0	0	0	0	0	0	0	0	0	0
prisila	0	1	1	0	1	1	0	1	0	0
mrak	0	0	0	0	0	0	0	0	0	0
mračen	0	0	0	0	0	0	0	0	0	0
prah	0	1	0	0	0	0	0	0	0	0
krpa, cunja	0	0	0	0	0	0	0	0	0	0
prašen, zaprašen	0	0	0	0	0	0	0	0	0	0
skrben, ubogljiv	1	0	0	1	0	0	0	0	0	1
škrat	0	0	0	0	0	0	0	0	0	0
zasenčen	0	1	0	0	0	1	0	1	0	0
bivati	0	0	0	0	0	0	0	0	0	0
prebivalec	0	0	0	0	0	0	0	0	0	0
bivališče, stalno bivališče	0	0	0	0	0	0	0	0	0	0
barvati, barva	0	0	0	0	0	0	0	0	0	0
umirajoč, umiranje	0	1	1	0	1	1	0	1	0	0
nasip, jarek	0	0	0	0	0	0	0	0	0	0
dinamičen	0	0	0	0	0	0	0	0	1	0
dinamičen	0	0	0	0	0	0	0	0	0	0
dinamika	0	0	0	0	0	0	0	0	0	0
dinamit	0	0	0	0	0	0	0	0	0	0
dinastija	0	0	0	0	0	0	0	0	0	0
griža	0	1	0	0	1	0	0	1	0	0
dispepsija	0	0	0	0	0	0	0	0	0	0
željan	1	0	0	1	0	0	1	0	1	1
vnema	1	0	0	1	0	0	1	0	0	1
orel	0	0	0	0	0	0	0	0	0	1
uho	0	0	0	0	0	0	0	0	0	0
grof	1	0	0	0	0	0	0	0	0	0
prej	0	0	0	0	0	0	0	0	0	0
zgodaj	0	0	0	0	0	0	0	0	0	0
zaslužiti	1	0	0	0	0	0	0	0	0	0
resen, resnost	1	0	0	0	0	0	0	0	0	0
resen	1	0	0	0	0	0	0	0	0	0
resnost	1	0	0	0	0	0	0	0	0	0
dohodek, zaslužek, dobiček	0	0	0	0	0	0	0	0	0	0
uhan	0	0	0	0	0	0	0	0	0	0
slušno območje	0	0	0	0	0	0	0	0	0	0
zemlja	0	0	0	0	0	0	0	0	0	0
lončevina, lončen	0	0	0	0	0	0	0	0	0	0
zemeljski, možen	0	0	0	0	0	0	0	0	0	0
potres	0	1	1	0	0	1	0	1	1	0
grob	0	0	0	0	0	0	0	0	0	0
lahkota, blažiti	1	0	0	0	0	0	0	0	0	0
stojalo	0	0	0	0	0	0	0	0	0	0
služnost	1	0	0	0	0	0	0	0	0	0
zlahka	0	0	0	0	0	0	0	0	0	0
lahek, preprost	0	0	0	0	0	0	0	0	0	0
lahek, enostaven	1	0	0	0	0	0	0	0	0	0
jesti	1	0	0	0	0	0	0	0	0	0
prehranjevanje	0	0	0	0	0	0	0	0	0	0
prisluškovanje	0	1	0	0	0	0	0	0	0	0
oseka	0	0	0	0	0	0	0	0	0	0
ebenovina	0	0	0	0	0	0	0	0	0	0
ekscentrik	0	0	0	0	0	0	0	0	0	0
ekscentričnost, čudaštvo	0	0	0	0	0	0	0	0	0	0
cerkven, duhovniški	0	0	0	0	0	0	0	0	0	0
odmev	0	0	0	0	0	0	0	0	0	0
eklektičen	0	0	0	0	0	0	0	0	0	0
mrk, zatemniti	0	0	0	0	0	0	0	0	0	0
ekliptičen	0	0	0	0	0	0	0	0	0	0
ekonomičen	0	0	0	0	0	0	0	0	0	0
ekonomija	0	0	0	0	0	0	0	0	0	0
gospodarstvo, ekonomija	0	0	0	0	0	0	0	0	0	1
ekstaza	1	0	0	1	0	0	1	0	0	0
ekstatičen	1	0	0	1	0	0	1	0	1	0
ekumenski	0	0	0	0	0	0	0	0	0	0
vrtinec	0	0	0	0	0	0	0	0	0	0
rob	0	0	0	0	0	0	0	0	0	0
pomikanje	0	0	0	0	0	0	0	0	0	0
užiten	0	0	0	0	0	0	0	0	0	0
edikt	0	1	0	0	0	1	0	0	0	0
nauk, pouk	1	0	0	1	0	0	1	0	0	1
zgradba	0	0	0	0	0	0	0	0	0	0
urediti	0	0	0	0	0	0	0	0	0	0
izdaja	0	0	0	1	0	0	0	0	0	0
urednik	0	0	0	0	0	0	0	0	0	0
uredništvo	0	0	0	0	0	0	0	0	0	0
izobraziti	1	0	0	0	0	0	0	0	0	0
izobražen	1	0	0	0	0	0	0	0	0	0
izobraževanje	0	0	0	0	0	0	0	0	0	0
izobraževalen	1	0	0	0	0	0	0	0	0	1
jegulja	0	0	0	0	0	1	0	0	0	0
učinek	0	0	0	0	0	0	0	0	0	0
učinkovit	1	0	0	0	0	0	0	0	0	1
lastnina, imetje, imovina	0	0	0	0	0	0	0	0	0	0
uspešen, učinkovit	0	0	0	0	0	0	0	0	0	0
dejanski	0	0	0	0	0	0	0	0	0	0
izpeljati, izvesti	0	0	0	0	0	0	0	0	0	0
poženščen, feminiziran	0	1	0	0	0	0	0	0	0	0
učinkovit	0	0	0	0	0	0	0	0	0	0
učinkovitost	1	0	0	0	0	0	0	0	0	0
učinkovitost	1	0	0	0	0	0	0	0	0	0
sposoben	1	0	0	1	0	0	0	0	0	1
karikatura	0	0	1	0	0	0	0	0	0	0
trud	1	0	0	0	0	0	0	0	0	0
efuzija, izliv	0	0	0	0	0	0	0	0	0	0
jajce	0	0	0	0	0	0	0	0	0	0
ego	0	0	0	0	0	0	0	0	0	0
egoističen	0	1	0	0	1	0	0	0	0	0
izjemen	0	1	1	0	1	0	0	0	0	0
izhod	0	0	0	0	0	0	0	0	0	0
osmi	0	0	0	0	0	0	0	0	0	0
osemdeset	0	0	0	0	0	0	0	0	0	0
ejakulirati	0	0	0	0	0	0	0	0	0	0
ejakulacija	1	0	0	1	0	0	1	0	1	1
izvreči, izločiti	0	1	0	0	0	0	0	0	0	0
izmet	0	1	0	0	0	0	0	0	0	0
zapleten	0	0	0	0	0	0	0	0	0	0
izdelava	1	0	0	0	0	0	0	0	0	0
elan	0	0	0	0	0	0	0	0	0	0
teči, minevati	0	0	0	0	0	0	0	0	0	0
minuli	0	0	0	0	0	0	0	0	0	0
elastičen	0	0	0	0	0	0	0	0	0	0
elastičnost	0	0	0	0	0	0	0	0	0	0
vzhičen	1	0	0	0	0	0	1	0	0	0
komolčiti se	0	0	1	0	0	0	0	0	0	0
postaren, star	0	0	0	0	0	0	0	0	0	0
starejši, starosta	1	0	0	0	0	0	0	0	0	1
starejši	0	0	0	0	0	0	0	0	0	0
starešina	1	0	0	0	0	0	0	0	0	1
najstarejši	0	0	0	0	0	0	0	0	0	0
izvoliti	1	0	0	0	0	0	0	0	0	1
volitve	0	0	0	0	0	0	0	0	0	0
volivec	0	0	0	0	0	0	0	0	0	0
volivci, volilno telo	0	0	0	0	0	0	0	0	0	1
elektirčen	1	0	0	0	0	0	1	0	1	0
elektrika	1	0	0	0	0	0	0	0	0	0
eleganca	1	0	0	1	0	0	1	0	0	1
eleganten	1	0	0	0	0	0	1	0	0	0
element	0	0	0	0	0	0	0	0	0	0
osnoven	0	0	0	0	0	0	0	0	0	0
vremenski pogoji, vreme	0	0	0	0	0	0	0	0	0	0
slon	0	0	0	0	0	0	0	0	0	0
dvigniti	0	0	0	0	0	0	0	0	0	0
vzpetina, višina, napredovanje	1	0	0	1	0	1	1	0	0	1
dvigalo	0	0	0	0	0	0	0	0	0	0
enajst	0	0	0	0	0	0	0	0	0	0
enajsti	0	0	0	0	0	0	0	0	0	0
vilin	0	0	1	0	1	1	0	0	0	0
izvleči	0	0	0	0	0	0	0	0	0	0
primeren, upravičen	1	0	0	0	0	0	0	0	0	0
odstranitev, izločitev	0	1	1	0	1	1	0	1	0	0
elita	1	0	0	1	0	0	1	0	0	1
los	0	0	0	0	0	0	0	0	0	0
laket	0	0	0	0	0	0	0	0	0	0
elipsa	0	0	0	0	0	0	0	0	0	0
elipsa	0	0	0	0	0	0	0	0	0	0
elipsoid	0	0	0	0	0	0	0	0	0	0
eliptičen	0	0	0	0	0	0	0	0	0	0
elipsast	0	0	0	0	0	0	0	0	0	0
podaljšati, raztegniti	0	0	0	0	0	0	0	0	0	0
raztezek	0	0	0	0	0	0	0	0	0	0
zgovornost	1	0	0	0	0	0	0	0	0	0
zgovoren	1	0	0	0	0	0	0	0	0	0
razjasniti	1	0	0	0	0	0	0	0	0	1
pojasnitev	0	0	0	0	0	0	0	0	0	0
izmikati, uiti	0	0	0	0	0	0	0	0	0	0
izmuzljiv	0	1	0	0	0	0	0	0	1	0
shiran, mršav	0	1	0	0	0	1	0	1	0	0
izžarevati	0	0	0	0	0	0	0	0	0	0
emancipacija	1	0	0	1	0	0	1	0	0	0
nasip, nabrežje	0	0	0	0	0	0	0	0	0	0
embargo	0	1	0	0	0	0	0	0	0	0
vkrcati	0	0	0	0	0	0	0	0	0	0
spraviti v zadrego	0	1	0	0	0	0	0	1	0	0
neroden	0	1	0	0	0	0	0	0	0	0
zadrega	0	1	0	0	0	1	0	1	1	0
veleposlaništvo	0	0	0	0	0	0	0	0	0	0
vložiti, vgraditi	0	0	0	0	0	0	0	0	0	0
okrasiti, olepšati	0	0	0	0	0	0	0	0	0	0
okrasitev	0	0	0	0	0	0	0	0	0	0
žerjavica, ogorki	0	0	0	0	0	0	0	0	0	0
poneverba	0	1	0	0	0	0	0	0	0	0
simbol, emblem	0	0	0	0	0	0	0	0	0	0
simboličen	0	0	0	0	0	0	0	0	0	0
utelešenje	0	0	0	0	0	0	0	0	0	0
embolija	0	1	0	0	0	1	0	1	0	0
vtiskan	0	0	0	0	0	0	0	0	0	0
objeti	1	0	0	1	0	0	1	0	1	1
vezano	0	0	0	0	0	0	0	0	0	0
vezenina	0	0	0	0	0	0	0	0	0	0
vpet	0	1	0	0	0	0	0	0	0	0
zarodek, embrio	0	0	0	0	0	0	0	0	0	0
zaroden, nerazvit	0	0	0	0	0	0	0	0	0	0
smaragd	0	0	0	0	0	0	0	0	0	0
izplavati, pojaviti	0	0	0	0	0	0	0	0	0	0
pojav	0	0	0	0	0	0	0	0	0	0
sila, urgenca, nujen	0	1	0	0	0	1	0	1	1	0
emeritus, zaslužni	1	0	0	0	0	0	0	0	0	0
izseliti, emigrirati	0	0	0	0	0	0	0	0	0	0
izseljevanje	0	0	0	0	0	0	0	0	0	0
eminenca	1	0	0	0	0	0	0	0	0	1
ugleden	1	0	0	0	0	0	0	0	0	0
ugleden	1	0	0	0	0	0	0	0	0	0
emir	1	0	0	0	0	0	0	0	0	0
emisija	0	0	0	0	0	0	0	0	0	0
oddati	0	0	0	0	0	0	0	0	0	0
čustvo	0	0	0	0	0	0	0	0	0	0
čustven	0	0	0	0	0	0	0	0	0	0
emotiven	0	0	0	0	0	0	0	0	0	0
sočutje, empatija	1	0	0	0	0	0	0	0	0	0
cesar	0	0	0	0	0	0	0	0	0	0
poudarek	0	0	0	0	0	0	0	0	0	0
poudariti	0	0	0	0	0	0	0	0	0	1
odločen, poudarjen	0	0	0	0	0	0	0	0	0	0
imperij	0	0	0	0	0	0	0	0	0	0
empiričen	0	0	0	0	0	0	0	0	0	0
empirizem	0	0	0	0	0	0	0	0	0	0
zaposliti	0	0	0	0	0	0	0	0	0	1
delodajalec	0	0	0	0	0	0	0	0	0	0
zaposlitev	0	0	0	0	0	0	0	0	0	0
emporij, veleblagovnica, trgovski center	0	0	0	0	0	0	0	0	0	0
krepiti, omogočiti	1	0	0	0	0	0	0	0	0	0
cesarica	0	0	0	0	0	0	0	0	0	0
praznina	0	0	0	0	0	0	0	1	0	0
kupovanje	0	0	0	0	0	0	0	0	0	0
prazen	0	0	0	0	0	0	0	0	0	0
posnemati	1	0	0	0	0	0	0	0	0	0
emulzija	0	0	0	0	0	0	0	0	0	0
omogočiti	1	0	0	0	0	0	0	0	0	1
omogočanje	1	0	0	0	0	0	0	0	0	1
sprejeti, izvajati	0	0	0	0	0	0	0	0	0	0
uzakonitev	0	0	0	0	0	0	0	0	0	0
emajl	0	0	0	0	0	0	0	0	0	0
tabor	0	0	0	0	0	0	0	0	0	0
očarati	1	0	0	1	0	0	1	0	1	0
očaran, začaran	1	0	0	0	0	0	1	0	0	1
očarljivo, očarljiv	1	0	0	1	0	0	1	0	0	0
očaranost	0	0	0	0	0	0	0	0	0	0
obkrožiti	0	0	0	0	0	0	0	0	0	0
obdajati	0	0	0	0	0	0	0	0	0	0
enklava	0	1	0	0	0	0	0	0	0	0
priložiti	0	0	0	0	0	0	0	0	0	0
kodirati	0	0	0	0	0	0	0	0	0	0
obsegati, zajemati	0	0	0	0	0	0	0	0	0	0
ponovitev	1	0	0	0	0	0	0	0	0	0
srečanje	0	0	0	0	0	0	0	0	0	0
spodbujati	1	0	0	0	0	0	1	0	0	1
spodbujanje, spodbuda	1	0	0	0	0	0	0	0	0	0
kratiti, poseči	0	0	0	0	0	0	0	0	0	0
kratenje, poseg, poseganje	0	1	0	0	0	1	0	0	0	0
zakodirati	0	0	0	0	0	0	0	0	0	0
breme	0	1	1	0	0	1	0	1	0	0
enciklopedija	1	0	0	0	0	0	0	0	0	1
konec	0	0	0	0	0	0	0	0	0	0
ogrožati	0	1	0	1	0	1	0	0	0	0
ogrožen	0	1	0	0	0	1	0	0	0	0
prizadevati si, truditi se	1	0	0	1	0	0	0	0	0	0
končan	0	0	0	0	0	0	0	0	0	0
endemičen	0	1	0	0	1	1	0	1	0	0
končni	0	0	0	0	0	0	0	0	0	0
neskončen	1	1	1	0	0	1	1	1	0	1
endokarditis	0	0	0	0	0	1	0	1	0	0
podpora	0	0	0	0	0	0	0	0	0	0
financirati, podariti	1	0	0	0	0	0	0	0	0	1
obdarjen	1	0	0	0	0	0	0	0	0	0
donacija	1	0	0	0	0	0	0	0	0	1
platnica, platnice	0	0	0	0	0	0	0	0	0	0
krajišče	0	0	0	0	0	0	0	0	0	0
vzdržljivost	1	0	0	0	0	0	0	0	0	0
