"English (en)...1"	"German (de)"	"Slovenian (sl)"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"conveyance"	"Beförderung"	"prevoz"	0	0	0	0	0	0	0	0	0	0
"conveyancing"	"Überführung"	"posredovanje"	0	0	0	0	0	0	0	0	0	1
"convict"	"überführen"	"obsojenec"	0	1	1	0	1	1	0	1	0	0
"conviction"	"Überzeugung"	"prepričanje"	0	1	0	0	0	0	0	0	0	0
"convince"	"überzeugen"	"prepričajte"	1	0	0	1	0	0	0	0	0	1
"convinced"	"überzeugt"	"prepričan"	0	0	0	0	0	0	0	0	0	1
"convincing"	"überzeugend"	"prepričljivo"	0	0	0	0	0	0	0	0	0	1
"convocation"	"Einberufung"	"sklica"	0	0	0	0	0	0	0	0	0	0
"convoluted"	"verworren"	"zavit"	0	0	0	0	0	0	0	0	0	0
"convolution"	"Faltung"	"konvolucija"	0	0	0	0	0	0	0	0	0	0
"convoy"	"Konvoi"	"konvoj"	0	0	0	0	0	0	0	0	0	0
"coo"	"gurren"	"coo"	0	0	0	0	0	0	0	0	0	0
"cook"	"Koch"	"kuhati"	0	0	0	0	0	0	0	0	0	0
"cookery"	"Kochen"	"kuhanje"	0	0	0	0	0	0	0	0	0	0
"cooking"	"Kochen"	"kuhanje"	0	0	0	0	0	0	0	0	0	0
"cool"	"cool"	"kul"	1	0	0	0	0	0	0	0	0	0
"cooler"	"Kühler"	"hladilnik"	0	0	0	0	0	0	0	0	0	0
"cooling"	"Kühlung"	"hlajenje"	0	0	0	0	0	0	0	0	0	0
"coolness"	"Kühle"	"hladnost"	1	0	0	0	0	0	0	0	0	0
"coop"	"Stall"	"coop"	0	1	1	0	1	0	0	0	0	0
"cooperate"	"kooperieren"	"sodelovati"	1	0	0	0	0	0	0	0	0	0
"cooperating"	"zusammenarbeiten"	"sodelovanje"	1	0	0	0	0	0	0	0	0	1
"cooperation"	"Zusammenarbeit"	"sodelovanje"	1	0	0	0	0	0	0	0	0	1
"cooperative"	"Kooperative"	"zadruga"	1	0	0	0	0	0	0	0	0	1
"coordinate"	"Koordinate"	"koordinate"	0	0	0	0	0	0	0	0	0	0
"cop"	"Polizist"	"policaj"	0	0	0	0	0	1	0	0	0	1
"copious"	"reichlich"	"obilen"	0	0	0	0	0	0	0	0	0	0
"copper"	"Kupfer"	"baker"	0	0	0	0	0	0	0	0	0	0
"copy"	"Kopieren"	"kopirati"	0	1	0	0	0	0	0	0	0	0
"copycat"	"Nachahmer"	"posnemati"	0	1	1	0	1	0	0	0	0	0
"copying"	"Kopieren"	"kopiranje"	0	0	0	0	0	0	0	0	0	0
"copyright"	"Urheberrechte ©"	"avtorske pravice"	0	0	0	0	0	0	0	0	0	0
"coral"	"Koralle"	"koral"	0	0	0	0	0	0	0	0	0	0
"cord"	"Kabel"	"vrv"	0	0	0	0	0	0	0	0	0	0
"cordon"	"Kordon"	"kordon"	0	0	0	0	0	0	0	0	0	0
"corduroy"	"Cord"	"Velvet"	0	0	0	0	0	0	0	0	0	0
"core"	"Ader"	"jedro"	1	0	0	0	0	0	0	0	0	0
"cork"	"Kork"	"pluta"	0	0	0	0	0	0	0	0	0	0
"corkscrew"	"Korkenzieher"	"kadi"	0	0	0	0	0	0	0	0	0	0
"corn"	"Mais"	"koruza"	0	0	0	0	0	0	0	0	0	0
"cornea"	"Hornhaut"	"roženica"	0	0	0	0	0	0	0	0	0	0
"corner"	"Ecke"	"kotiček"	0	0	0	0	0	0	0	0	0	0
"cornet"	"Kornett"	"kornet"	0	0	0	0	0	0	0	0	0	0
"cornice"	"Gesims"	"kornica"	0	0	0	0	0	0	0	0	0	0
"cornstarch"	"Maisstärke"	"koruzni škrob"	0	0	0	0	0	0	0	0	0	0
"corollary"	"logische Folge"	"posledica"	0	0	0	0	0	0	0	0	0	0
"corona"	"Corona"	"korona"	0	0	0	0	0	0	0	0	0	0
"coronation"	"Krönung"	"kronanje"	1	0	0	0	0	0	1	0	0	1
"coroner"	"Gerichtsmediziner"	"koronar"	0	1	0	0	0	0	0	0	0	0
"corporal"	"Korporal"	"telo"	0	1	0	0	0	0	0	0	0	0
"corporate"	"Unternehmens"	"podjetja"	0	0	0	0	0	0	0	0	0	0
"corporation"	"Konzern"	"korporacija"	1	0	0	0	0	0	0	0	0	1
"corporeal"	"körperlich"	"telesno"	1	0	0	0	0	0	0	0	0	0
"corps"	"Korps"	"korpus"	0	0	0	0	0	0	0	0	0	0
"corpse"	"Leiche"	"trupla"	0	1	0	0	1	0	0	1	0	0
"corpus"	"Korpus"	"korpus"	0	0	0	0	0	0	0	0	0	0
"corral"	"Hürde"	"korral"	0	0	0	0	0	0	0	0	0	0
"correction"	"Korrektur"	"popravek"	0	1	0	0	0	0	0	0	0	0
"corrective"	"korrigierend"	"korektivni"	1	0	0	0	0	0	0	0	0	0
"correctness"	"Richtigkeit"	"pravilnost"	0	0	0	0	0	0	0	0	0	1
"correlation"	"Korrelation"	"korelacija"	0	0	0	0	0	0	0	0	0	0
"correlative"	"Korrelat"	"korelacijsko"	0	0	0	0	0	0	0	0	0	0
"correspond"	"entsprechen"	"ustreza"	0	0	0	0	0	0	0	0	0	0
"correspondence"	"Korrespondenz"	"korespondenca"	1	0	0	1	0	0	0	0	0	0
"correspondent"	"Korrespondent"	"dopisnik"	0	0	0	0	0	0	0	0	0	0
"corridor"	"Gang"	"koridor"	0	0	0	0	0	0	0	0	0	0
"corroborate"	"bestätigen"	"potrjujem"	1	0	0	0	0	0	0	0	0	1
"corroboration"	"Bestätigung"	"potrditev"	0	0	0	0	0	0	0	0	0	1
"corrosion"	"Korrosion"	"korozijo"	0	1	0	0	0	0	0	0	0	0
"corrosive"	"ätzend"	"jedka"	0	1	0	0	0	1	0	0	0	0
"corrupt"	"korrupt"	"pokvarjen"	0	1	0	0	0	0	0	0	0	0
"corrupting"	"korrumpierend"	"pokvaril"	0	1	1	0	1	1	0	1	0	0
"corruption"	"Korruption"	"korupcija"	0	1	0	0	1	0	0	0	0	0
"corse"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	1	0	0
"corset"	"Korsett"	"steznik"	0	0	0	0	0	0	0	0	0	0
"cortex"	"Kortex"	"korteks"	0	0	0	0	0	0	0	0	0	0
"cortical"	"kortikal"	"kortikalno"	0	0	0	0	0	0	0	0	0	0
"corvette"	"Korvette"	"korveta"	0	0	0	0	0	0	0	0	0	0
"cosmetic"	"Kosmetik"	"kozmetični"	0	0	0	0	0	0	0	0	0	0
"cosmetics"	"Kosmetika"	"kozmetika"	0	0	0	0	0	0	0	0	0	0
"cosmic"	"kosmisch"	"kozmično"	0	0	0	0	0	0	0	0	0	0
"cosmology"	"Kosmologie"	"kozmologija"	0	0	0	0	0	0	0	0	0	0
"cosmopolitan"	"kosmopolitisch"	"kozmopolit"	1	0	0	0	0	0	0	0	0	1
"cosmos"	"Kosmos"	"kozmos"	0	0	0	0	0	0	0	0	0	0
"cost"	"Kosten"	"stroški"	0	0	0	0	0	0	0	0	0	0
"costly"	"teuer"	"dragi"	0	0	0	0	0	0	0	0	0	0
"costume"	"Kostüm"	"kostum"	0	0	0	0	0	0	0	0	0	0
"cosy"	"gemütlich"	"udobno"	1	0	0	0	0	0	0	0	0	0
"cot"	"Kinderbett"	"otroška posteljica"	0	0	0	0	0	0	0	0	0	0
"cote"	"Cote"	"boks"	0	0	0	0	0	0	0	0	0	0
"cottage"	"Hütte"	"koča"	0	0	0	0	0	0	0	0	0	0
"cotton"	"Baumwolle"	"bombaž"	0	0	0	0	0	0	0	0	0	0
"couch"	"Couch"	"Kavč"	0	0	0	0	0	0	0	1	0	0
"cougar"	"Puma"	"Puma"	0	0	0	0	0	0	0	0	0	0
"cough"	"Husten"	"kašelj"	0	1	0	0	1	0	0	0	0	0
"council"	"Rat"	"svet"	1	0	0	1	0	0	0	0	0	1
"counsel"	"Rat"	"svetovalec"	1	0	0	0	0	0	0	0	0	1
"counsellor"	"Berater"	"svetovalec"	0	1	1	0	0	1	0	0	0	1
"counselor"	"Berater"	"svetovalec"	1	0	0	0	0	0	0	0	0	1
"count"	"Anzahl"	"šteje"	1	0	0	0	0	0	0	0	0	1
"countdown"	"Countdown"	"odštevanje"	0	0	0	1	0	0	0	0	0	0
"countenance"	"Antlitz"	"obraz"	0	0	0	0	0	0	0	0	0	0
"counter"	"Zähler"	"števec"	0	0	0	0	0	0	0	0	0	0
"counteract"	"entgegenwirken"	"nasprotujejo"	0	0	0	0	0	0	0	0	0	0
"counterbalance"	"Gegengewicht"	"protiutež"	0	0	0	0	0	0	0	0	0	0
"counterclaim"	"Widerklage"	"nasprotna tožba"	0	0	0	0	0	0	0	0	0	0
"counterpart"	"Gegenstück"	"nasprotna stranka"	0	0	0	0	0	0	0	0	0	0
"countess"	"Gräfin"	"grofica"	1	0	0	0	0	0	0	0	0	0
"countless"	"unzählige"	"nešteto"	0	0	0	0	0	0	0	0	0	0
"country"	"Land"	"država"	0	0	0	0	0	0	0	0	0	0
"countryman"	"Landsmann"	"countryman"	0	0	0	0	0	0	0	0	0	1
"counts"	"zählt"	"šteje"	0	0	0	0	0	0	0	0	0	0
"county"	"Bezirk"	"občine"	0	0	0	0	0	0	0	0	0	1
"coup"	"Coup"	"državni udar"	0	0	1	0	0	0	0	0	1	0
"couple"	"Paar"	"par"	0	0	0	0	0	0	0	0	0	0
"coupled"	"gekoppelt"	"skupaj"	0	0	0	0	0	0	0	0	0	0
"coupon"	"Coupon"	"kupon"	0	0	0	0	0	0	0	0	0	0
"courage"	"Mut"	"pogum"	1	0	0	0	0	0	0	0	0	0
"courageous"	"mutig"	"pogumen"	1	0	0	0	0	1	0	0	0	0
"courier"	"Kurier"	"kurir"	0	0	0	0	0	0	0	0	0	1
"courses"	"Kurse"	"tečaji"	0	0	0	0	0	0	0	0	0	0
"coursing"	"Coursing"	"coursing"	0	1	0	0	0	0	0	0	0	0
"court"	"Gericht"	"sodišče"	0	0	1	1	0	1	0	0	0	0
"courteous"	"höflich"	"vljuden"	1	0	0	0	0	0	0	0	0	0
"courtesy"	"Höflichkeit"	"vljudnost"	1	0	0	0	0	0	0	0	0	0
"courthouse"	"Gerichtsgebäude"	"sodišče"	0	0	0	0	0	0	0	0	0	0
"courts"	"Gerichte"	"sodišča"	0	0	0	0	0	0	0	0	0	0
"courtship"	"Balz"	"pridruĹľevanje"	1	0	0	1	0	0	1	0	0	1
"courtyard"	"Hof"	"dvorišče"	0	0	0	0	0	0	0	0	0	0
"cove"	"Bucht"	"zaliv"	1	0	0	1	1	1	1	0	0	0
"covenant"	"Bund"	"zaveza"	1	0	0	0	0	0	0	0	0	1
"cover"	"Abdeckung"	"kritje"	0	0	0	0	0	0	0	0	0	1
"covered"	"bedeckt"	"pokrita"	0	0	0	0	0	0	0	0	0	0
"covering"	"Abdeckung"	"kritje"	0	0	0	0	0	0	0	0	0	0
"covert"	"verdeckt"	"prikrito"	0	0	0	0	0	0	0	0	0	0
"covet"	"begehren"	"ljubi"	0	1	0	0	0	0	0	0	0	0
"cow"	"Kuh"	"krava"	0	0	0	0	0	0	0	0	0	0
"coward"	"Feigling"	"strahopetec"	0	1	0	0	1	1	0	1	0	0
"cowardice"	"Feigheit"	"strahopetnost"	0	1	0	0	0	1	0	0	0	0
"cowardly"	"feige"	"strahopeten"	0	1	0	0	0	1	0	0	0	0
"cowboy"	"Cowboy"	"kavboj"	0	0	0	0	0	0	0	0	0	0
"cowhide"	"Rindleder"	"kravja koža"	0	0	0	0	0	0	0	0	0	0
"cowl"	"Haube"	"pokrov"	0	0	0	0	0	0	0	0	0	0
"coworker"	"Mitarbeiter"	"sodelavec"	0	0	0	0	0	0	0	0	0	0
"coy"	"schüchtern"	"coy"	0	0	0	0	0	1	0	0	0	0
"coyote"	"Kojote"	"kojot"	0	0	0	0	0	1	0	0	0	0
"crab"	"Krabbe"	"rak"	0	0	0	0	0	0	0	0	0	0
"crabby"	"mürrisch"	"Crabby"	0	1	1	0	0	0	0	0	0	0
"crack"	"Riss"	"crack"	0	1	0	0	0	0	0	0	0	0
"cracked"	"geknackt"	"razpokan"	0	1	1	0	0	1	0	0	0	0
"cracker"	"Cracker"	"cracker"	0	0	0	0	0	0	0	0	0	0
"cracking"	"knackend"	"pokanje"	0	1	0	0	0	0	0	0	0	0
"crackle"	"knistern"	"tresk"	0	0	0	0	0	0	0	0	0	0
"cradle"	"Wiege"	"zibelka"	1	0	0	1	0	0	1	0	0	1
"craft"	"Kunst"	"obrt"	1	0	0	0	0	0	0	0	0	0
"craftsman"	"Handwerker"	"obrtnik"	1	0	0	0	0	0	0	0	0	0
"crafty"	"schlau"	"Vajenec"	0	0	0	0	0	0	0	0	0	0
"craig"	"craig"	"Craig"	0	0	0	0	0	0	0	0	0	0
"crammed"	"vollgestopft"	"crammed"	0	0	0	0	0	0	0	0	0	0
"cramp"	"Krampf"	"krč"	0	1	0	1	0	0	0	0	0	0
"cramped"	"eng"	"utesnjen"	0	1	0	0	0	0	0	0	0	0
"crane"	"Kran"	"žerjav"	0	0	0	0	0	0	0	0	0	0
"cranium"	"Schädel"	"lobanj"	0	0	0	0	0	0	0	0	0	0
"crank"	"Kurbel"	"ročica"	0	1	0	0	0	0	0	0	0	0
"cranky"	"verschroben"	"Čudno"	0	1	1	0	0	0	0	0	0	0
"crap"	"Mist"	"sranje"	0	1	0	0	1	0	0	0	0	0
"craps"	"scheißt"	"craps"	0	0	0	1	0	0	0	0	0	0
"crash"	"Absturz"	"crash"	0	1	0	0	0	1	0	1	1	0
"crate"	"Kiste"	"zabojček"	0	0	0	0	0	0	0	0	0	0
"crater"	"Krater"	"krater"	0	0	0	0	0	0	0	0	0	0
"crave"	"sehnen"	"hrepenenje"	0	0	0	1	0	0	0	0	0	0
"craving"	"Verlangen"	"hrepenenje"	0	0	0	1	0	0	0	0	0	0
"crawfish"	"Langusten"	"rarogov"	0	0	0	0	0	0	0	0	0	0
"crawl"	"kriechen"	"pajkanje"	0	1	0	0	1	0	0	0	0	0
"crayons"	"Buntstifte"	"barvice"	0	0	0	0	0	0	0	0	0	0
"craze"	"Verrücktheit"	"norost"	0	0	0	0	0	0	0	0	0	0
"crazed"	"verrückt"	"polomljen"	0	1	1	0	0	1	0	0	0	0
"crazy"	"verrückt"	"noro"	0	1	1	0	0	1	0	1	0	0
"creaking"	"Knarren"	"škripanje"	0	1	0	0	0	0	0	0	0	0
"cream"	"Sahne"	"krema"	1	0	0	1	0	0	1	0	1	0
"creamer"	"Milchkännchen"	"smetana"	0	0	0	0	0	0	0	0	0	0
"creamy"	"cremig"	"kremasto"	0	0	0	0	0	0	0	0	0	0
"crease"	"Falte"	"gube"	0	0	0	0	0	0	0	0	0	0
"create"	"erstellen"	"ustvarite"	1	0	0	0	0	0	1	0	0	0
"creation"	"Schaffung"	"ustvarjanje"	0	0	0	0	0	0	0	0	0	0
"creative"	"kreativ"	"ustvarjalno"	1	0	0	0	0	0	0	0	0	0
"creator"	"Schöpfer"	"ustvarjalec"	0	0	0	0	0	0	0	0	0	0
"creature"	"Kreatur"	"bitje"	0	1	0	0	1	1	0	0	0	0
"credence"	"Glaubwürdigkeit"	"verodostojnost"	1	0	0	0	0	0	0	0	0	1
"credential"	"Anmeldeinformationen"	"poverilnice"	1	0	0	0	0	0	0	0	0	1
"credentials"	"Referenzen"	"poverilnice"	0	0	0	0	0	0	0	0	0	0
"credibility"	"Glaubwürdigkeit"	"verodostojnost"	1	0	0	0	0	0	0	0	0	1
"credible"	"glaubwürdig"	"verodostojno"	1	0	0	0	0	0	0	0	0	1
"credit"	"Kredit"	"kredit"	1	0	0	0	0	0	0	0	0	1
"creditable"	"NO TRANSLATION"	"NO TRANSLATION"	1	0	0	0	0	0	0	0	0	1
"credited"	"gutgeschrieben"	"v dobro"	1	0	0	0	0	0	0	0	0	0
"crediting"	"Gutschrift"	"kreditiranje"	0	0	0	0	0	0	0	0	0	0
"creditor"	"Gläubiger"	"upnik"	0	0	0	0	0	0	0	0	0	0
"creed"	"Glaubensbekenntnis"	"vero"	0	0	0	0	0	0	0	0	0	0
"creek"	"Bach"	"potok"	0	0	0	0	0	0	0	0	0	0
"creep"	"Schleich"	"lezenje"	0	1	0	0	0	0	0	0	0	0
"creeping"	"kriechend"	"plazovito"	0	0	0	1	0	0	0	0	0	0
"cremation"	"Einäscherung"	"kremiranje"	0	0	0	0	0	0	0	1	0	0
"creole"	"Kreolisch"	"Creole"	0	0	0	0	0	0	0	0	0	0
"crescendo"	"Crescendo"	"crescendo"	1	0	0	1	0	0	1	0	1	1
"crescent"	"Halbmond"	"polmesec"	0	0	0	0	0	0	0	0	0	0
"crevice"	"Spalt"	"razrez"	0	0	0	0	0	0	0	0	0	0
"crew"	"Crew"	"posadka"	0	0	0	0	0	0	0	0	0	1
"crib"	"Krippe"	"jaslice"	0	0	0	0	0	0	0	0	0	0
"cricket"	"Kricket"	"kriket"	0	0	0	0	0	0	0	0	0	0
"crime"	"Kriminalität"	"kriminal"	0	1	1	0	0	0	0	0	0	0
"criminal"	"Kriminelle"	"kriminalec"	0	1	1	0	1	1	0	0	0	0
"criminality"	"Kriminalität"	"kriminaliteta"	0	1	1	0	1	1	0	0	0	0
"crimp"	"crimp"	"pregib"	0	0	0	0	0	0	0	0	0	0
"crimson"	"Karmesinrot"	"rdečega"	0	0	0	0	0	0	0	0	0	0
"cringe"	"kriechen"	"obrobje"	0	1	0	0	1	1	0	1	0	0
"cripple"	"Krüppel"	"pohabljen"	0	1	0	0	0	1	0	1	0	0
"crippled"	"verkrüppelt"	"pohabljen"	0	1	0	0	0	0	0	1	0	0
"crisis"	"Krise"	"kriza"	0	1	0	0	0	0	0	0	0	0
"crisp"	"knackig"	"hrustljavo"	0	1	0	0	0	0	0	0	0	1
"criterion"	"Kriterium"	"merilo"	0	0	0	0	0	0	0	0	0	0
"critic"	"Kritiker"	"kritik"	0	1	0	0	0	0	0	0	0	0
"criticism"	"Kritik"	"kritike"	0	1	1	0	0	0	0	1	0	0
"criticize"	"kritisieren"	"kritizirati"	0	1	1	0	1	1	0	1	0	0
"critique"	"Kritik"	"kritiko"	1	0	0	0	0	0	0	0	0	0
"critter"	"Lebewesen"	"critter"	0	0	0	0	1	0	0	0	0	0
"croak"	"Krächzen"	"Croak"	0	0	0	0	0	0	0	0	0	0
"crock"	"Topf"	"Crock"	0	0	0	0	0	0	0	0	0	0
"crockery"	"Geschirr"	"posodo"	0	0	0	0	0	0	0	0	0	0
"crocodile"	"Krokodil"	"krokodil"	0	0	0	0	0	1	0	0	0	0
"croft"	"Kate"	"Croft"	0	0	0	0	0	0	0	0	0	0
"crook"	"Gauner"	"krik"	0	1	0	0	0	0	0	0	0	0
"crop"	"Ernte"	"pridelek"	0	0	0	0	0	0	0	0	0	0
"croquet"	"Krocket"	"kriket"	0	0	0	0	0	0	0	0	0	0
"cross"	"Kreuz"	"križ"	0	1	1	0	0	1	0	1	0	0
"crossbow"	"Armbrust"	"samostrel"	0	0	0	0	0	0	0	0	0	0
"crossed"	"überschritten"	"prečkal"	0	0	0	0	0	0	0	0	0	0
"crossing"	"Kreuzung"	"prečkanje"	0	0	0	0	0	0	0	0	0	0
"crotch"	"Schritt"	"mednožje"	0	0	0	0	0	0	0	0	0	0
"crouch"	"hocken"	"skrivaj"	0	0	0	0	0	1	0	0	0	0
"crouched"	"kauerte"	"kreten"	0	0	0	0	0	0	0	0	0	0
"crouching"	"hockend"	"skušnjava"	0	1	0	0	0	1	0	0	0	0
"croupier"	"Croupier"	"Krupij"	0	0	0	0	0	0	0	0	0	0
"crow"	"Krähe"	"vrana"	0	0	0	0	0	0	0	0	0	0
"crowd"	"Menge"	"množica"	0	0	0	0	0	0	0	0	0	0
"crowded"	"überfüllt"	"gneča"	0	0	0	0	0	0	0	0	0	0
"crown"	"Krone"	"krono"	0	0	0	0	0	0	0	0	0	0
"crowning"	"Krönung"	"kronanje"	1	0	0	1	0	0	1	0	1	1
"crucial"	"entscheidend"	"ključnega pomena"	1	0	0	0	0	0	0	0	0	1
"cruciate"	"Kreuzband"	"križan"	0	1	0	0	0	0	0	0	0	0
"crucifix"	"Kruzifix"	"križ"	0	0	0	0	0	0	0	0	0	0
"crucifixion"	"Kreuzigung"	"križanje"	0	1	1	0	1	1	0	1	0	0
"crude"	"grobe"	"surovo"	0	1	0	0	1	0	0	0	0	0
"cruel"	"grausam"	"kruto"	0	1	1	0	1	1	0	1	0	0
"cruelly"	"grausam"	"kruto"	0	1	1	0	0	1	0	0	0	0
"cruelty"	"Grausamkeit"	"krutost"	0	1	1	0	1	1	0	1	0	0
"cruise"	"Kreuzfahrt"	"križarjenje"	0	0	0	0	0	0	0	0	0	0
"cruiser"	"Kreuzer"	"krstarica"	0	0	0	0	0	0	0	0	0	0
"crumb"	"Krume"	"drobtina"	0	0	0	0	0	0	0	0	0	0
"crumbling"	"zerbröckelnd"	"razpadajo"	0	1	0	0	0	0	0	1	0	0
"crunch"	"knirschen"	"krč"	0	1	1	0	0	0	0	0	0	0
"crusade"	"Kreuzzug"	"križarska vojna"	0	1	1	0	0	1	0	0	0	0
"crush"	"zerquetschen"	"zdrobiti"	0	0	0	0	0	0	0	0	0	0
"crushed"	"zerdrückt"	"zdrobljen"	0	1	1	0	1	1	0	1	0	0
"crushing"	"zerkleinernd"	"drobljenje"	0	1	1	0	1	1	0	0	0	0
"crust"	"Kruste"	"skorja"	0	0	0	0	0	0	0	0	0	0
"crusty"	"knusprig"	"skorja"	0	1	0	0	1	0	0	0	0	0
"crutch"	"Krücke"	"drobljenje"	0	0	0	0	0	0	0	0	0	0
"crux"	"Kern"	"kruto"	0	0	0	0	0	0	0	0	0	0
"cry"	"Schrei"	"jokati"	0	1	0	0	0	0	0	1	0	0
"crying"	"Weinen"	"jokati"	0	1	0	0	0	0	0	1	0	0
"crypt"	"Krypta"	"kript"	0	1	0	0	0	1	0	1	0	0
"cryptic"	"kryptisch"	"kripto"	0	0	0	0	0	0	0	0	0	0
"cryptography"	"Kryptographie"	"kriptografija"	0	0	0	0	0	0	0	0	0	0
"crystal"	"Kristall"	"kristal"	1	0	0	0	0	0	0	0	0	0
"crystalline"	"kristallin"	"kristaliničen"	0	0	0	0	0	0	0	0	0	0
"crystallization"	"Kristallisation"	"kristalizacija"	0	0	0	0	0	0	0	0	0	0
"cub"	"Jung"	"mladiči"	0	0	0	0	0	0	0	0	0	0
"cube"	"Würfel"	"kocka"	0	0	0	0	0	0	0	0	0	1
"cubicle"	"Kabine"	"kabina"	0	0	0	0	0	0	0	0	0	0
"cuckold"	"Hahnrei"	"rogoza"	0	1	0	0	1	0	0	0	0	0
"cuckoo"	"Kuckuck"	"kukavica"	0	1	0	0	0	0	0	0	0	0
"cuddle"	"kuscheln"	"zmešan"	1	0	0	0	0	0	1	0	0	1
"cue"	"Stichwort"	"cue"	0	0	0	1	0	0	0	0	0	0
"cuff"	"Manschette"	"manšeta"	0	0	0	0	0	0	0	0	0	0
"cuisine"	"Küche"	"kuhinja"	0	0	0	0	0	0	0	0	0	0
"culinary"	"kulinarisch"	"kulinarično"	1	0	0	0	0	0	0	0	0	1
"cull"	"aussortieren"	"izločiti"	0	1	0	0	0	0	0	0	0	0
"culminate"	"gipfeln"	"Vrhunec"	0	0	0	0	0	0	0	0	0	0
"culmination"	"Höhepunkt"	"kulminacija"	1	0	0	0	0	0	0	0	0	0
"culpability"	"Schuld"	"krivda"	0	1	0	0	0	0	0	0	0	0
"culpable"	"schuldhaft"	"krivec"	0	1	0	0	0	0	0	0	0	0
"culprit"	"Täter"	"krivec"	0	1	0	0	0	0	0	0	0	0
"cult"	"Kult"	"kult"	0	1	0	0	0	1	0	0	0	0
"cultivate"	"pflegen"	"gojiti"	1	0	0	1	0	0	0	0	0	1
"cultivated"	"kultiviert"	"gojene"	1	0	0	0	0	0	0	0	0	0
"cultivation"	"Anbau"	"gojenje"	1	0	0	0	0	0	0	0	0	0
"culture"	"Kultur"	"kulturo"	1	0	0	0	0	0	0	0	0	0
"culvert"	"Durchlass"	"vodotok"	0	0	0	0	0	0	0	0	0	0
"cumbersome"	"schwerfällig"	"okoren"	0	1	0	0	0	0	0	1	0	0
"cumulus"	"Kumulus"	"kumulus"	0	0	0	0	0	0	0	0	0	0
"cunning"	"gerissen"	"zvitost"	1	1	0	0	0	0	0	0	0	0
"cup"	"Tasse"	"skodelico"	0	0	0	0	0	0	0	0	0	0
"cupboard"	"Schrank"	"omara"	0	0	0	0	0	0	0	0	0	0
"cupping"	"Schröpfen"	"Cupping"	0	1	0	0	1	1	0	1	0	0
"cur"	"Cur"	"cur"	0	1	1	0	1	1	0	0	0	0
"curable"	"heilbar"	"ozdravljiv"	1	0	0	0	0	0	0	0	0	1
"curate"	"kuratieren"	"kurat"	0	0	0	0	0	0	0	0	0	0
"curative"	"heilend"	"kurativno"	0	0	0	0	0	0	0	0	0	0
"curator"	"Kurator"	"kurator"	0	0	0	0	0	0	0	0	0	0
"curb"	"Randstein"	"robnik"	0	0	0	0	0	0	0	0	0	0
"curd"	"Quark"	"skuta"	0	0	0	0	0	0	0	0	0	0
"curfew"	"Ausgangssperre"	"policijski uri"	0	0	0	0	0	0	0	0	0	0
"curiosity"	"Neugierde"	"radovednost"	1	0	0	1	0	0	0	0	1	0
"curl"	"Locke"	"curl"	1	0	0	0	0	0	0	0	0	0
"curling"	"Eisstockschießen"	"curling"	0	0	0	0	0	0	0	0	0	0
"currency"	"Währung"	"valuta"	0	0	0	0	0	0	0	0	0	0
"current"	"Strom"	"tok"	0	0	0	0	0	0	0	0	0	0
"curriculum"	"Lehrplan"	"kurikulum"	0	0	0	0	0	0	0	0	0	0
"curry"	"Curry"	"curry"	0	0	0	0	0	0	0	0	0	0
"curse"	"Fluch"	"prekletstvo"	0	1	1	0	1	1	0	1	0	0
"cursed"	"verflucht"	"preklet"	0	1	1	0	0	1	0	1	0	0
"cursing"	"Fluchen"	"preklinjanje"	0	1	1	0	1	0	0	0	0	0
"cursory"	"flüchtig"	"površno"	0	1	0	0	0	0	0	0	0	0
"curt"	"kurz"	"curt"	0	0	0	0	0	0	0	0	0	0
"curtail"	"beschneiden"	"omejiti"	0	0	0	0	0	0	0	0	0	0
"curtailment"	"Kürzung"	"omejitev"	0	0	0	0	0	0	0	0	0	0
"curtain"	"Vorhang"	"zavese"	0	0	0	0	0	0	0	0	0	0
"curvature"	"Krümmung"	"ukrivljenost"	0	0	0	0	0	0	0	0	0	0
"curve"	"Kurve"	"krivulja"	0	0	0	0	0	0	0	0	0	0
"curved"	"gebogen"	"ukrivljen"	0	0	0	0	0	0	0	0	0	0
"curvilinear"	"krummlinig"	"krivulje"	0	0	0	0	0	0	0	0	0	0
"cushion"	"Kissen"	"blazina"	1	0	0	0	0	0	0	0	0	0
"cusp"	"Höcker"	"vrh"	0	0	0	0	0	0	0	0	0	0
"cussed"	"fluchte"	"cussed"	0	0	1	0	0	0	0	0	0	0
"custodian"	"Verwalter"	"skrbnik"	0	0	0	0	0	0	0	0	0	1
"custody"	"Sorgerecht"	"skrbništvo"	0	0	0	0	0	0	0	0	0	1
"custom"	"Brauch"	"po meri"	0	0	0	0	0	0	0	0	0	0
"customary"	"üblich"	"običajno"	0	0	0	0	0	0	0	0	0	0
"customer"	"Kunde"	"stranka"	1	0	0	0	0	0	0	0	0	0
"cut"	"Schnitt"	"cut"	0	0	0	0	0	0	0	0	0	0
"cutaneous"	"Haut-"	"kožni"	0	0	0	0	0	0	0	0	0	0
"cute"	"niedlich"	"srčkan"	1	0	0	0	0	0	0	0	0	0
"cuticle"	"Kutikula"	"kožica"	0	0	0	0	0	0	0	0	0	0
